rating,text,date
4,why there is no facility of trading in currency.,2026-02-26
1,bekaar hai ye charges jayada leta hai or ye exit karne par or charges nhi kar na hai grow par ye account he delete kar rhe hai grow par 2 saal se ise acha sahi app hai dhan hai ye baakar hai,2026-02-26
1,"Fraud app. If u call the customer care then u can't reach them. Even after waiting 30 min , no one responded.They don't reply u also worst app. Application crashes every time. Fraud application. Dear new customers don't open an account on Groww.",2026-02-26
1,there is no warning or what so ever it directly obtains all your pan and bank info without your consent..which isn't appropriate,2026-02-26
3,"brokerage charges are very high, sometimes orders are placed lately. And this app runs outdated features, no trailing stop loss option.Im planning to shift another apps.",2026-02-26
5,It is difficult to change the trailing stoploss like this. I want to use it in a simple way like what is available in Angel One.,2026-02-26
5,hi groww ej bast l lak im back ej bast groww,2026-02-25
5,no font change options...app letters not bright,2026-02-25
2,"please add option daily, weekly sip in mutual funds",2026-02-25
1,Many times I see digital manipulation at this place during exit profit convert in to loss.,2026-02-25
5,mast hai bhai treding kr mamle mai Mai ise 2022 se use karta hu bahut achha experience hai ismai,2026-02-25
5,"alles hängt von man zu man ab.ich finde diese seite irgendwie besser als andere.so, Ja stock Markt braucht besser nicht nur zeit,sondern auch geld.Man kann selbst studieren und dann weitere optionen zu nehmen.Das ist alles.Hole ich wieder, Stock Markt bedeutet Risk,Bitte auchten Sie auf.",2026-02-25
5,good but charge bahut hai baad me band kar duga,2026-02-25
4,plz update how rent my stock plz update sblm facility in app,2026-02-25
1,"brokerage is soo high, shifting to zerodha",2026-02-25
5,"very good, sandhiya mobiles , pallipat, THIRUVALLU pin 631207.",2026-02-25
1,mutual fund allocation me long wait karna padta hai .app bahut hi slow chalta hai aur app hang bahut karta hai,2026-02-25
1,Very very worst Oi and Oi cheg not show and not support wors,2026-02-25
5,good service all service publicly fight all friend good service enjoy the cell,2026-02-25
2,not working... multiple taps to open a share under holdings.,2026-02-25
1,it's a scam in the pledge they will scam daily they will take the deposit if it's negative ...,2026-02-25
2,brokarage charges to high it's take to High charges for buying saling please low the charges for for new learners and for new youth,2026-02-25
1,intraday wala future Sahi Nahin Hai ismein why wala Sahi kijiye ismein Ek lot do lot wala system Jaise engine one Mein future hai aise hi feature Rahane chahie apps ke,2026-02-25
5,good app for summarising all portfolio in one place,2026-02-25
5,good app. But some more features and reports to be added/upgraded. for ex. stock name to be given in the report of balance stt.,2026-02-25
5,very good and very app thank you,2026-02-25
1,"worst customer service and worst management system this app fraud my account balance 7,28,000 fraud kardiya don't trust this app and paid reviews I'm following Jan 28 from 2026 but no one responds perfectly",2026-02-25
5,It is the best for my life.,2026-02-25
5,Best way of invest but Charge more then Other Apps,2026-02-25
1,"they don't provide enough tools to do TA,one of my favourite broker, now giving worst experience",2026-02-25
1,very worst customer support.. please don't use this rubbish App,2026-02-25
5,really is good app and get win money apportunity for you,2026-02-25
3,"Dear Grow Team, I didnt like the UI interface it's very difficult to know portfolio details and profit loss details share charges details as compared to other share brokers Need to be inhance",2026-02-25
1,"who ever want to do interday trading, please don't do in this app it's not good at all, if you want to lose money,you can try this app!",2026-02-25
3,"Moderate to good app. good for long term holding. bad for intraday trading / margin trading. they are still the slower than the big competitors (like big banks). I would have given 5 stars if there was an option to increase the font size in the app. it should be customisable. the fonts are for ants, not for human eyes.",2026-02-25
1,all are fake fraud are in market shows different practical different,2026-02-25
5,This is a great app for trading.,2026-02-25
5,Considered a trustworthy platform by many users,2026-02-25
3,"i agree that groww has smooth ui, but there is no gtt order option in mtf, too much high charges, this make unhappy",2026-02-25
4,good app but F&o charges is very high,2026-02-25
5,"very easy to operate, prescise data and safe and user friendly, Thanks to Groww team",2026-02-25
1,not giving me any option to delete my account trying for months now,2026-02-25
1,wrost app the fraud with new demat account holder if you place any buy order on market place then the show your purchase on very high rate if you are new then the and you place any buy order in many lots they convert into many purchase and sale order it's impact the charges many times from us in only one order secondary if you exit from any your purchase order by press exit then they again show sale order in down price in have record if any one need i request to sebi please stick action on this,2026-02-25
1,lower down ur brokerage charges for future and option. now ur profitable company don't waste money of trader,2026-02-25
1,it's cheater app. taking 75rs on every buy+sale .0.2% extra charges,2026-02-25
1,plz add indicator itne km indicator se trading kaise krege bhut sare maine indicator nahi h to plzz add kriye sare indicator rply ...,2026-02-25
1,please provide all the indicator n open interest profile in scalper mode . indicator is very limited. n volume n vwap should work like dhammm app,2026-02-25
1,"very bad costumer support and very slow Oder process , no time money withdrawal",2026-02-24
5,excellent investment app and easy to use.,2026-02-24
1,"Very bad service, my amount is deducted, and invested amount showing wrong. also not supporting customer care.",2026-02-24
1,bakwas app don't use always lacking and not exactly sl work,2026-02-24
1,this is froud app froud service please no insttal this app Mera 10000 rs ka withdraw nhi hua froud app froud app froud app froud app froud app ye 1 star ke layak bhi nhi,2026-02-24
3,the app has a glitch on multiple location I have faced and issue of an order not getting executed ultimately getting into our losses which the company does not pay back to us and The reason from the executive is given that the app is not updated this sounds very silly illogical irrelevant to the issue of order execution,2026-02-24
1,worst application for option trading..square off open positions in FnO section without client permission just for there brokerage...and 0 response from customer care team... useless app with useless customer support 0*... BIG BIG fraud application,2026-02-24
5,too much confidential and user friendly app,2026-02-24
5,BILKUL SMOOTH APP HH NO LAG ISSUE,2026-02-24
1,"charges are more ,don't use MTF taking more charges",2026-02-24
1,"2 days plus amount and 3rd day total loss , waste app , I loss 2lakh nearly, plz don't play ,save your time and money",2026-02-24
5,Ashutosh thanks for guidance and prompt service. resolved my query thanks a lot,2026-02-24
5,"good app, all market and mutual fund at on place",2026-02-24
2,very high brokerage and stop loss triling is not available,2026-02-24
3,Hi Myself Deepika Pandit I am facing issue while creating account. There is this last step that says proceed to eSign no matter how many times I clicked on it tge only response that I hot was try again later . I am stucked in that page for past 2 days . I also deleted the app and re-download it but no progress. I don't know what to do now . I hope that you go through this issue of mine and help me to resolve it . Thank you,2026-02-24
1,Always making it too late for withdrawal. When it's an emergency we are unable to draw that amount. Fix it soon,2026-02-24
5,nice service best app in the trading,2026-02-24
2,nice apps highest brokage don't download this app,2026-02-24
5,app is Slow performence Cart Open Is Slow,2026-02-24
5,Super easy to use. I just hope it is there for the long run..,2026-02-24
4,All the basic features are useful. The one thing I miss is the custom portfolio split for mutual funds similar to stocks. I want to categorise and see how my funds are performing. If this is added then it's a wholesome package. This would allow me to bring all my funds into groww and use this as my only investment app.,2026-02-24
5,User Friendly For New Investors But some stools need to add,2026-02-24
1,"customer care service is also very very poor, ivr talking 15 minutes, never contact on call with customer care",2026-02-23
5,Excellent update !! now SL & Tgt both available at Buy order. Very nice app for Detailed Stock Analysis,2026-02-23
4,"app is very good, please add option to change the expiry date in scalper mode.",2026-02-23
1,groww shared my mobile number to give tips giving cheap institutes for extra money,2026-02-23
5,best option & share buy sell esliye quick onder please time update,2026-02-23
1,worst app whenever you take some trades it will suck your all capital...why..groww...traders are treated as fools by groww...hell with such faulty app,2026-02-23
5,"Nice, keep it up and keep it simple,,best in compared to other stock apps",2026-02-23
5,"Brokerage fees are too high. please consider it, and make it reasonable.Please start SWP option on app.",2026-02-23
4,nice and smooth app with good interface.,2026-02-23
3,the problem is with the intraday trading and nse and bse units it taking to much time for a withdrawal,2026-02-23
5,"it is interesting and fully doubted that whenever (precisely every time) I book the profit on reflecting the amount/share price, I never got the same. unspecified profit and loss always book in favour of GROWW.",2026-02-23
5,Love the experience But can u introduce in edit short with date of investment it can be helpful in knowing the actual growth of mutual fund,2026-02-23
4,we should invest with the Groww app. This app is trustworthy.,2026-02-23
1,this app charges are very high . never open account with grow. ye app trader ko kha jata hai. aap kabhi ismein pesa nahi bana sakte,2026-02-23
1,on of the worst trading app.. don't go with numbers.. worst app h ye..and long term investment k liye aur b worst.... redeem krte waqt ye apko itta ghumainge....! go for better options,2026-02-23
5,excellent app. but please add Stop loss option for mtf share also....,2026-02-23
1,grow or market mila huya he....sab scam chal raha hai.... don't you use grow...,2026-02-23
5,"it's very helpful app, I Recvested all of you please download this app",2026-02-23
5,any suggestions for current market status which is best,2026-02-23
1,"we're just tax paying on this grow app.. lol there's not profit only paying just taxes, gst, cst, etc...",2026-02-23
5,very very safe and secure app I like it,2026-02-23
5,"Good in service, trusted for future investment",2026-02-23
4,"like this app, but the recent update has messed it up. The option to go to the stock page from holdings is not working properly. Please rectify it.",2026-02-23
5,User friendly application to check out and invest in various financial assets.,2026-02-23
1,pathetic not trust worthy I had started sip and it was deducted from the account every month but the transaction are getting reverse every month without notifying to me. The challenge was there were 2 transactions with same amount for sip and it takes 4 months for me to identify but groww didn't update me ever.,2026-02-23
1,zerodha better charging money for brokerage while buying also and selling also bad aap money hungry app.,2026-02-23
1,Groww Broker Chareges is Heavy. Fallo like M Stock,2026-02-23
5,excellent aap ..fast instant in every aspect,2026-02-23
5,"excellent one of the best platforms for beginners , user-friendly interface for trading and investment.",2026-02-23
1,Avoid Groww for F&O. it's full of restrictions on strike price. Poor customer service. They don't know anything.,2026-02-23
2,global market do not update in time.. it is always delayed in grow...whereas if you see money control you can find correct live global market. this is not good for fno traders,2026-02-23
2,sometime error work problem plz help me,2026-02-23
1,At least offer guest login so people can review interface before sign up. 2 years past but no action my suggestion.,2026-02-23
4,why Don't groww provide Volume candles in Groww app please update and provide Volume candles in Groww app too,2026-02-23
4,Facing some issue while opening the share from holding while clicking on > to open please sort this issue as need to four to five times press to open it,2026-02-23
4,Good app but needs some improvement feature wise take example from zerodha,2026-02-22
5,It's a better app comparison to others for trading.,2026-02-22
1,payment issue everytime guys Don't use this app,2026-02-22
1,so many ads in you please stop this I am not able to watch any of my youtube video because of your ads,2026-02-22
1,STP not available for SOA mutual funds,2026-02-22
4,"All good but please add one feature where we can move watchlist favorite funds up & down as per our convenience. like multi cap together, large cap together.",2026-02-22
5,super app for invester but I think the brokerage is to more,2026-02-22
1,"deserve one star,customer wants to process everything online but this app lacks online re kyc unlike other platforms. If a person is comfortable then only offline re kyc process should be done else online.Not going to recommend my circle.The maker should pay heed to our grievances.",2026-02-22
5,i want to see oi on both chart of option price and index. this option chain is too big so update old option chain,2026-02-22
4,Happy to use but buying and selling charges are very high,2026-02-22
5,"best app for investment, easy to use",2026-02-22
1,this an froud app it's take my 300 rupees and sad you not pay us,2026-02-22
1,Brokerage charges are very high on groww when you place an order in MTF.,2026-02-22
1,groww is taking 20rs. per order so many apps are not taking brokerage like 1. flat trade 2.shoonya these are good app for expert zerodha,2026-02-21
3,option chain me open intrest change ka bhi add karna chahiye tha upstox app me hai feature...,2026-02-21
5,"Very simple and easy to use. Has all the information required for trading smoothly. Yet I need some other options. 1. To use rectangle properly, add the middle line. 2. In top down analysis I use higher time frame to mark the key zones. To refine it I need smaller time frame where I find difficult in grow app, for It just provides past three months history only. Every thing else is fine.",2026-02-21
2,It is better than other apps but high brokerage fees and small investors are not still there.,2026-02-21
5,The mobile app is very simple and user friendly.,2026-02-21
4,how to upload pic here... everyday gtt order price placed is showing and in side shows its executed even it's not.. not showing market price ... please improve....Please provide how many times ipo subscribed ...,2026-02-21
5,is power ful groww my life is best mere jivan ka sapamana pura karata hai. mera ak din ka kamae pura karata hai,2026-02-21
1,I have started option trading firstly I make 4000 profit on capital of 8000 but after I added 75000 I suffered huge loss of 28000 for recovery of this I again do option trading but I lose another 10000 I realised that if Market is bullish and I buy call option then immediately it becomes bearish Vice versa... I have buy 12 shares for 820 of bank of maharashtra and after 15 days I sale all but amount is neither credited to my demat account not saving account it's Fraud app please don't go for it,2026-02-21
1,the tax and brokerage is too high,2026-02-21
2,chart very basic and good but brokerage charges very high 40rup buy sell and very high dp charge,2026-02-21
5,this app is oxm iam everyday making 3lakh a day in stock market,2026-02-21
1,I am doing S.I.P in mutual fund through this app from last 4 years.. but today I shifted my SIP from Grow to Zerotha... because they changed my SIP to SoA to Demet without my proper knowledge... Such decisions decrease trust of the platform...,2026-02-21
4,"really good app with great potential ,id recommend everyone should use it.Only one problem,pls fix certain PnL updating issues ,the PnL in the commodities section doesn't update per candle stick closure or ends up updating only every 5-10 mins ,pls fix ,overall 4/5 ,ima continue w this app for years moving forward",2026-02-21
5,It is best app and broker for trading and investing. Easy to use,2026-02-21
5,good app esey to all fuction I think all app to beter,2026-02-21
1,"The worst investment experience ever, creating a Demat account took over a week and now my investment in processing since a week. tbh i did not expect such poor experience from an app which has such high ratings.",2026-02-21
2,Please bring the feature of paper trading in app,2026-02-21
5,nice app for trading i m happy,2026-02-21
1,"After completing a trade, the balance does not update immediately. Sometimes it shows a huge negative balance in many lakhs, due to which I am unable to place another trade instantly. Because of this delay and incorrect balance display, I have faced losses. The app should improve real-time balance updates and margin calculations, especially for option trading.",2026-02-21
5,account chenge ki bhi subhidha online groww duraa ki jaye,2026-02-20
5,please update your app premium me slop loss or tp ka option ho to quick trade kar sakte hai,2026-02-20
1,"unsatisfied with the wrong averaging system. I purchased 5 units of a stock at 700, then again purchased 5 units of a stock at 550. So my invested value was 6250. And I sold 5 units at 570. My invested value should've been 3400 but it is showing 2845. Such bad calculation will lead investors to a loss.",2026-02-20
5,Now the app is perfect after introducing of Technical information...,2026-02-20
5,this app is very great and very fast to take action much better than other apps It is easy to learn beginner,2026-02-20
5,"I'm used Lot of trading And investing Application like, ICICI securities, hdfc securities, kotak neo, Angel one, Fyers, Paytm Money, & Upstox But Grow is Superbb Application for trading and Investment with Proper data, No any hidden charges deducted from my account and work like a premium and smooth Grow Dark mode UI is fantastic....",2026-02-20
5,best app for trading. easy to use,2026-02-20
4,"stock portfolio analysis line chart is broken, my guess is it is not taking etf into account for selling price but considering it in buying price",2026-02-20
1,the money i use for stock after closing the stock they keep my money for the day and I can't withdraw That's the reason I don't like it and i will not use it it,2026-02-20
1,all data shared to FII and opraters if u bought any stocks on groww u will make loss,2026-02-20
1,"In total earnings of 90₹ i ended up paying 350₹ as charges, please explain what kind of extra hidden charges you are applying.",2026-02-20
1,"this app not for option trader, service is very poor,useless",2026-02-20
5,as per previous account it is good enough,2026-02-20
1,"The app in general is fine, but the reason for this review is the pointless click-bait type notification. The ones I'm referring to are those that tell me there has been some significant movement in a stock I browsed recently, but doesn't mention how it has moved. I should be able to know if I may have to take an action based on that notification alone. This is a finance app, so show the seriousness it deserves. I'm not going to make a random transaction just because I was made to open the app.",2026-02-20
4,it was good app. tnk u Groww,2026-02-20
1,very very worst app server is not stable trading history is not day by day.,2026-02-20
5,"very easy to operate, getting all investment on single platform",2026-02-20
5,"Reliable with stored information, easy to reached, good experience in the app",2026-02-20
5,The best app for mutual fund investment.,2026-02-20
1,"dishonest broker, traps your money transfered only after 2 to 3 days ultimately they are making intrest of our money",2026-02-20
4,"Groww is simple and clean, but one important feature is missing — a dedicated Price Alerts Dashboard. Right now, price alert notifications are mixed with all other notifications. If a user sets multiple alerts across different stocks or ETFs, there is no single place to view, manage, edit, or review all active and triggered alerts together. This makes tracking difficult, especially for active investors. Please consider adding: • A separate Price Alerts section/dashboard",2026-02-20
1,"Dear Grow team, I am waiting for your response. its showing this app is not compatible with device. please check & resolved the issue immediately I unable to use the grow app. please check the issue & take corrective action & remove the restrictions",2026-02-20
5,groww contacting process make easy.when we want to be connect to groww team.not response groww team.plz focus my request...,2026-02-20
2,"in IPO page, not showing recenlty listed ipo option",2026-02-20
4,After installation of latest update grafs in Holding section of stock are not showing. Please rectify the glitch.,2026-02-20
3,please add an option for trailing stop loss,2026-02-20
5,"It is a very good platform for beginners, easy to understand and handle",2026-02-20
5,Easy interface and good analytics making the app prefered app for trading. Regards!,2026-02-20
5,Easy to use. Best app for trading.,2026-02-20
1,These apps are not genuine Please mind Before installing they never show you real charges on any transaction they will hide .,2026-02-20
1,very bad app extra charge le raha ha bhot jayda charge ha,2026-02-20
1,day by day or khatam hora hai app... ek number k fraud,2026-02-20
5,"Perfect app for beginners, amature, pro investers ,traders etc , easy going, up to date, and simple meaning of every terms of share market and mutual funds.",2026-02-20
5,gud app easy to use gud features,2026-02-20
1,"poor customer service, time wast, money investment waste",2026-02-20
1,redeemed fund amount is not credited since 20days. don't trust this app. no customer support,2026-02-20
5,Very Easy to Use this app for buying stocks and generate SIP,2026-02-20
3,"Hello groww team listen carefully, I have to open the app more 100 times in a day, and your app feature ""first enter pin/pattern then open"" is my wasting my lot of time. Please make it optional. Edit : I'll switch with upstockx - it is my final decision, my community is also using upstock",2026-02-20
1,my opinion the app is fraud @ we not withdraw our money in time @,2026-02-20
4,grow is a very good beginner friendly application to start your investment journey.,2026-02-20
1,"this app is pathetic in costumer support, 20 minutes hold and no answer of any service person is insane",2026-02-20
1,very bad show onboarding process interface and service charges is High.,2026-02-20
5,"I think the groww app is much better than other apps, it's helpful and easy to handle. My request you all maintain our trust.",2026-02-20
5,osm n one of the best app in trading...,2026-02-20
1,"totally gambling, cheating, no proper response. I lost money by exiting when I got profit of 3lakh plus amount but got 62k negative amount after exited. if ask groww no proper response, cheating. people don't do trading it's gambling only. when we are getting profit they are applying many rules and reject orders, even after market falling or raising our strike price won't increase it'll decrease only. but contrast strike will go down double when market is down or up. totally gambling.",2026-02-20
1,mere liye bhut faltu ek v Paisa return nhi kor pati sab jaise v korkele khatam kor dega groww m option kobhi v mat korna sab ko bol rha hu daily loss m jao ge premium upor kobhi nhi jaiga buy korne k bad sidha niche vejega,2026-02-20
1,Very poor service and no customer support properly they will cheat people never trust on grow I will give -1000% Very bad experience .. no one download this app they will cheated,2026-02-20
5,its a supber plateform for investment and trading.,2026-02-20
4,plz tp sl in both scalper and normal mode along with default lot size,2026-02-20
5,Easy to Invest. Transparent transactions. Quick Support.,2026-02-19
5,The best app for me i use groww from 2018 i try several like 5paisa icici direct angelone upstock and many more but I choose groww because of clean Ui and graphics,2026-02-19
5,Groww app is very comfortable and easy access to stock and mutual fund,2026-02-19
1,most useless application every time showing ads and if i used any other application in my one and only adhar in this application not available in grow .. sabse bakwas faltu application.. pta nhi hamare information technology. And state communication waale kya kar hai saare sarkari officers. jo ye fltu application india me chal rha hi ... #rti #cybercell#froud#cyber#data#missuse #UID# Sabse balwas faltu application.. even every Time captures and saves my personal data please see #TCOID,2026-02-19
1,sometimes stuck profit not calculated on real time .. everyday problem,2026-02-19
5,A great app with good enough features,2026-02-19
5,you give option to bond trading in secondary market,2026-02-19
1,loss he loss karata hai kabhi profit dekha he nahi is app may isse,2026-02-19
5,very nice app for beginners and easy to use for investment . I am using this app last 3 years.,2026-02-19
5,very good work and very easy run app good work,2026-02-19
1,"I suggest adding an automatic Stop Loss and Target feature in the Scalper Mode, similar to other trading platforms, so that both are placed immediately with the order.""",2026-02-19
2,this is not good please do not play it because it is continous lossing money every day !!!!,2026-02-19
4,groww good but some time is not running smoothly during the trade punch some issues are their but overall good broker,2026-02-19
5,bad experience I was given this 1 star to this aplication because of the to late response very very bad aplication please don't do trading with this aplication,2026-02-19
1,Its been 5 days and my kyc is still in process. no help line number is their to register a problem. totally wastage of time,2026-02-19
1,"Add OI Profile, Auto plotting of support and resistance level on the chart.",2026-02-19
5,recent segregation of portfolio is ultimate... it will be helpful if (%) down from 52 w High seperate TAB is required to be given for foreign fund exposure under category distribution of Mutual fund,2026-02-19
5,very Easy settlement for money.Thank you Groww.,2026-02-19
5,Simple And Easy Trading And Investment Broker App,2026-02-19
5,This is a very good app. I use this app for a long time and I don't face any issue. This app works smoothly.,2026-02-19
5,"good platform, easy for learner or beginners",2026-02-19
5,it's very good and easy to operate app,2026-02-19
5,What an amazing platform for trading and investing,2026-02-19
5,easy to use for a beginner like me,2026-02-19
5,so kindly that is good for future,2026-02-19
5,apps is users friendly in it's easy to use for new person like me,2026-02-19
5,Best to trade and easy to access,2026-02-19
5,over all good experience but their is no updates nor info calls received from grow team,2026-02-19
5,very good app for trading and more.,2026-02-19
5,Groww platform is easy to use and have been part of my investment journey since long. only challenge is now as a NRI grow doesn't allow investment which is i believe groww should include.,2026-02-19
1,it stops beat more after the new update feeling to move out of this app,2026-02-19
5,This application is very good and I use this sense 2 years,2026-02-19
5,very easy to use and you have every thing you want see,2026-02-19
5,yah bahut achcha hai ismein investing SIP jo karna chaho bahut hi achcha platform hai aur ismein withdrawal ka system achcha hai aur chat jismein chat bhi dekh sakte bahut achcha app Hai grow,2026-02-19
4,need more portfolio construction and evaluation tools.,2026-02-19
3,need a little big text size so we can enjoy it without glasses.,2026-02-19
5,Even a common man can easily invest with this app.,2026-02-19
5,any discussion with Groww people to less invester not available.,2026-02-19
5,I have been using groww since 2024 based on my experience it is one of the best application for stock market. Keep continue enhancement we will love to those things.,2026-02-19
5,best is best groww payout is coming on time easy to trade,2026-02-19
5,so fast and accurate data with candlestick,2026-02-19
5,Very user friendly and easy to use for people from other backgrounds. Hope to get some groww goodies.,2026-02-19
5,grow App is very Useful for Use.This is very Easy,2026-02-19
5,grow is the best platform to invest and earn money,2026-02-19
5,"every thing is fine, please include daily basis balk and bulk deal details information, equity fundamental promoters, dii, fii,and public holding details information give",2026-02-19
4,this is best treding platform ever I like it,2026-02-19
5,app is great but why there's a update so constantly please work on that !,2026-02-19
5,it easy but imporve more the bettre,2026-02-19
5,so easy to handle..nd very informative,2026-02-19
5,Trading with Groww is very easy. so you can earn money instantly due to the easy functions of Groww. So I recommend the Groww to all for doing trades in the stock market.,2026-02-19
1,"your customer support services and the in app service is the worst, my account is frozen, I'm trying to connect through my registered number, still it says kindly connect with your registered number, and cuts the calls. even the app doesn't have any support for issues",2026-02-19
1,there's some issue in latest updates. not working properly when we click on particular stock on holding,2026-02-19
1,is app kay aur dusri aap ka parice ka difference hai aur yai charge jayada katay hai,2026-02-19
5,Good app with good advice and its upto us to utilise inteligently,2026-02-19
5,By far the simplest and best app for stock investing. Very user friendly.,2026-02-19
5,arrange some consistency message for investment related.,2026-02-19
5,"Last one year using this app... yes,it is very user friendly and transparent.",2026-02-19
5,"excellent, very easy to transact,sell,even sip of stocks can be done,superb,my request to all please use it",2026-02-19
5,"100 times better than Paytm Money, the rubbish trading app.. Happy trading on grow",2026-02-19
1,APP BROKERAFE IS TOO HIGH AND MANY OTHER TAXES ARE DEDUCTED IN OPTION TRADING BUT IN EQITY LOT OF CHARGES ARE CHARGED BY THE NAME OF EXTRA CHARGES VERY BAD APP FOR TRADING AND INVESTING .THIS APP IS ONLY GOOD FOR MUTUAL FUNDS,2026-02-19
5,"best app ever,i loved this app",2026-02-19
5,"Very Good Application, Easy to use interface.",2026-02-19
5,Great App.. continuously updating with new features.,2026-02-19
5,yah application bahut Achcha application hai aasani ke sath Sab ho sakta hai Iske feature bahut acche Hain,2026-02-19
4,"Very handy app for any layman to buy & sell shares. If Groww can give us technical knowledge by conducting a few seminars to which shares to hold, buy and sell will be useful for senior citizens like us. They can do online courses as well for us which will benefit us in future.",2026-02-19
4,please include Ichumoku cloud for the charts,2026-02-19
2,brokerage services jyada lete hai contract ke mutabik se,2026-02-19
5,very simple to understand I love it..,2026-02-19
5,All the investment verticals are published with the latest trends and NAVs in a clear way.,2026-02-19
5,best app for Android phone and I phone users,2026-02-19
5,simple and reliable ui experience as always and much better updates available time to time,2026-02-19
1,worst experience. very very bad app. don't use that app. I'm going to close my account because the app is a trap for trading and everything else.,2026-02-19
5,Very easy to use and many other useful things.,2026-02-19
5,very very good Happy to your service,2026-02-19
5,very good app all information provided any time,2026-02-19
5,ek baar likin Paisa kat liya tha 300,2026-02-19
5,"Excellent user interface with lots of useful trading information presented in a clean and organized way. It’s very easy to navigate, even for beginners, which makes it perfect for the new generation entering the stock market. The overall experience feels smooth, fast, and user-friendly.",2026-02-19
3,trading view bit needs to improve and more user friendly,2026-02-19
5,"if you add a note section, no competitors will be able to match Groww UI",2026-02-19
5,User friendly and good app for investing in shares and mutual funds.,2026-02-19
5,growth one of the genuine platforms all people invested,2026-02-19
4,It is an amazing app for trading...,2026-02-19
4,User friendly and overall good. Some improvements required.,2026-02-19
3,There is a Bug in IPO - Closed Tab while toggle between Comapanies.% are doubling! its a production issue.,2026-02-19
5,one of the best app for trade app I like it.,2026-02-19
5,I like groww app simple and easy,2026-02-19
1,Talking to customer support is a very difficult task. I waited for 15 minutes but still couldn't connect to one of them. The AI chat also cant answer the querry properly.,2026-02-19
5,"Easy to use, up to date, happily using it.",2026-02-19
1,I m withdrawing my all money it will block your money any time whether grow wants don't use grow,2026-02-19
5,very Good builted easy access and understandable quickly,2026-02-19
5,Mai sabhi trader se yahi kahna chahunga ki stock market me trade karne ke liye Groww ek achcha broker platform hai.agar hum koi galat share buy karte hai to yah hame suggest karta hai.isko samajhna bhi har trader ke liye aasaan hota hai.dhanyawad,2026-02-19
5,It's an Amazing experience & easy to understand as compared to other Applications. Moreover all features are very good to operate just in chart bar little difficult when changing in graph mode rest everything is good.,2026-02-19
4,it's good but Not a best app,2026-02-19
5,best trading app . just add international and us stocks to trade as well otherwise well optimised app.,2026-02-19
5,I have used last 5 years ...this is very user friendly and good to use .,2026-02-19
5,Excellent application and more informative in each category.Good application for beginners and user friendly too.,2026-02-19
4,in server pc chart size required high so change in old format in pc mode.,2026-02-19
5,iam using it since 5 years excellent working,2026-02-19
5,very easy to use nd very precise nd perfectly work ... enriching experience..must download this app nd invest in sip...,2026-02-19
5,The app and all the services provided are excellent. Trustworthy app.,2026-02-19
5,long term walo ke liye acha hai,2026-02-19
5,very good app and high profit this app,2026-02-19
5,"user friendly, easy operate and more information in finger tips, I will strongly recommends this app",2026-02-19
5,Good but it need approment on holding,2026-02-19
5,easy to use and overall very satisfying,2026-02-19
5,easy h use Krna par help line bale sahi se help nhi krte kuch Janna ho tu bs bo apni apni batate h baki sab badiya h,2026-02-19
5,India one of Best mutual fund application in Groww,2026-02-19
4,Overall good and user friendly ..New learners can easily use this app,2026-02-19
5,wonderful experience of phone tab and pc every device good working and i happy,2026-02-19
5,please add more important indicators CPR indicatore,2026-02-19
5,Transparency is very good. Smoothness is also good.,2026-02-19
5,"Superb app, easy to handle. very easy to approach. it makes each and every one to invest easy.",2026-02-19
5,I like the quick execution of orders and quick withdrawal process which is much better than other platforms.,2026-02-19
5,I love the groww interface and service.,2026-02-19
5,"Good application for investing, user friendly and easy-to-use.",2026-02-19
5,Groww is user friendly and simple to use,2026-02-19
1,chargers are very high than dhan app,2026-02-19
5,great app bus thode charge jyda krta hh baki very easy in use,2026-02-19
3,in grow screen not be a float,2026-02-19
5,A very good App loaded with all required features for a trader. Good Job Tram Groww. Now we can also Groww,2026-02-19
5,call ya put diya karo sabhi broker de rahe hain,2026-02-19
5,Truth needs to be told.. I have started grow in December as I was new to investment want to invest in Mutual Fund.Thanks Grow for simple user interface ;),2026-02-19
5,the best and simple ui for beginners and easiest money making method,2026-02-19
5,it is very hard to win the trust of more than 10 cr people. keep it up team keep going.,2026-02-19
1,Custamer support is not good and very high charges on buy and sell in delivery investment,2026-02-19
5,Trouble free n User friendly Demat Trading App,2026-02-19
5,kuch paane ke liye kuch khona padta h groww,2026-02-19
5,"to invest in stock can use grow app is the best to use simple , easy understanding",2026-02-19
5,Very easy to operate and highly effective customer support team,2026-02-19
5,it's so good app and most learn from this app share market tanks to good experience,2026-02-19
5,It's really good I have many advantages for having this I can learn more and more from this app It helps me to improve myself,2026-02-19
4,more to improve stop loss hit like stop profit also hit should be there,2026-02-19
5,very useful simple i terface for beginners,2026-02-19
5,A good application where I can understand every part of it while investing.,2026-02-19
5,very nice application for trading and sip,2026-02-19
5,The trading app india a ka no 1 application.but Brokerage charges is too much high .So my request this charges will be decrease.,2026-02-19
5,excellent apps for investing. very simple and its Ai is very impressive.,2026-02-19
3,"very Good App, Very useful & user friendly. easy to use. But recently it is not working properly. some times it is not showing stocks candle chart..",2026-02-19
5,good platform very happy simple and smoth ..,2026-02-19
4,the Groww app is investors very friendly app.. I'm using scenes One year,2026-02-19
3,please reduce brokarage charge in f & o,2026-02-19
5,"My first trading platform, very happy to use it. Please add the trailing stop loss feature.",2026-02-19
